order_id,customer_id,customer_name,product_id,product_name,category,quantity,unit_price_eur,discount_pct,tax_rate,total_amount_eur,payment_method,payment_status,order_date,shipping_city,shipping_country,shipping_method,delivery_date,delivery_status,warehouse_id,customer_segment,device_type,return_requested,customer_satisfaction_score,created_at
ORD-2023018314,CUST-672091,Emma Fischer,PROD-35432,Samsung Plus 299,Toys,1.0,470.62,0.0,0.19,1823.38,paypal,Refunded,17-03-2025,Dusseldorf,GERMANY,Pickup,2025-05-26,Shipped,WH-DRS,New,mobile,False,2.0,2023-05-22 16:33:00
ORD-2023018315,CUST-624094,Hanna Sowah,PROD-81899,IKEA Plus 5123,Food,8.0,621.16,10.66,0.19,635.53,Credit Card,Pending,2024-05-20,Cologne,GERMANY,express,2024-07-29,Cancelled,WH-FRA,Regular,mobile,False,2.0,2023-11-21 04:54:00
ORD-2023018316,CUST-428221,Daniel Wolf,PROD-97304,IKEA Max 6219,Clothing,1.0,221.67,0.0,0.19,383.24,Invoice,Refunded,2025-01-25,Berlin,Deutschland,express,2023-12-09,Shipped,WH-DRS,Regular,Desktop,False,1.0,2023-02-19 23:22:00
ORD-2023018317,CUST-783680,Paul Mensah,PROD-80147,Adidas Pro 2260,Home,2.0,450.62,18.93,0.19,941.87,Credit Card,Pending,2025-02-23,Leipzig,DE,express,2025-07-11,Delivered,WH-CGN,Premium,Tablet,False,,2023-06-14 06:56:00
ORD-2023018318,CUST-347190,Christina Agyeman,PROD-97495,Nike Pro 2078,Home,2.0,61.57,0.0,0.19,205.75,Klarna,Completed,2025-10-23,Bremen,Germany,standard,2024-11-13,In Transit,WH-DRS,New,Desktop,False,,2023-04-10 12:14:00
ORD-2023018319,CUST-437471,Michael Osei,PROD-58971,Bosch Max 959,Electronics,1.0,116.53,0.0,0.19,1131.2,Invoice,COMPLETED,2023-02-24,Dresden,Deutschland,Standard,30/10/2023,Pending,WH-CGN,Regular,MOBILE,False,5.0,2023-04-11 20:51:00
ORD-2023018320,CUST-583783,David Meyer,PROD-25442,Apple Plus 8734,Books,3.0,80.82,0.0,0.19,204.4,PayPal,completed,2023-05-23,Bremen,GERMANY,Next Day,2023-07-14,In Transit,WH-HAM,VIP,mobile,False,4.0,2023-10-11 20:54:00
ORD-2023018321,CUST-843302,David Becker,PROD-99500,Apple Pro 1554,Books,2.0,68.36,0.0,0.07,1405.9,paypal,Completed,2023-10-19,Stuttgart,DE,Next Day,2024-04-21,Cancelled,WH-DRS,New,mobile,False,,2023-10-10 12:59:00
ORD-2023018322,CUST-606458,Anna Boateng,PROD-52982,IKEA Max 9465,Clothing,3.0,477.55,26.63,0.19,1811.99,paypal,Completed,04/04/2024,Dusseldorf,DE,Next Day,2025-10-17,Delivered,WH-DRS,Regular,Tablet,False,3.0,2023-05-13 02:02:00
ORD-2023018323,CUST-639420,Anna Wolf,PROD-61088,Apple Max 777,Sports,1.0,931.2,0.0,0.19,1224.76,credit_card,completed,2024-06-30,Duisburg,GERMANY,Standard,2023-12-22,Cancelled,WH-HAM,Premium,Tablet,True,,2023-07-05 04:37:00
ORD-2023018324,CUST-681757,Christina Weber,PROD-25440,Adidas Pro 917,Home,1.0,472.5,0.0,0.19,1441.93,Credit Card,Pending,07/02/2025,Leipzig,DE,standard,2024-09-17,delivered,WH-CGN,Premium,MOBILE,False,,2023-11-28 11:19:00
ORD-2023018325,CUST-875615,Thomas Mensah,PROD-83643,Bosch Pro 8744,Beauty,3.0,665.82,0.0,0.19,74.95,Credit Card,Completed,2024-08-04,,Germany,Pickup,2024-06-19,delivered,WH-BER,Budget,mobile,False,2.0,2023-03-06 22:07:00
ORD-2023018326,CUST-868678,Sophie Schmidt,PROD-79367,Samsung Pro 2496,Food,3.0,722.97,8.7,0.19,606.9,Klarna,Failed,2025-06-15,Essen,GERMANY,Next Day,02-12-2024,In Transit,WH-HAM,VIP,Desktop,True,4.0,2023-12-11 23:10:00
ORD-2023018327,CUST-185390,Anna Agyeman,PROD-32339,Bosch Pro 113,Clothing,1.0,564.71,6.09,0.19,667.73,Invoice,completed,2025-09-06,Dresden,Deutschland,Pickup,2025-06-26,delivered,WH-FRA,Budget,Mobile,True,,2023-10-05 22:31:00
ORD-2023018328,CUST-210146,Max Klein,PROD-55642,Apple Pro 9673,Electronics,3.0,858.5,0.0,0.19,906.98,Credit Card,Refunded,2024-05-31,Leipzig,Deutschland,Standard,18 Aug 2025,Cancelled,WH-BER,Budget,mobile,False,1.0,2023-12-15 03:17:00
ORD-2023018329,CUST-546380,Mia Koch,PROD-15125,Apple Pro 8539,Food,1.0,923.96,9.61,0.19,1472.78,Invoice,Failed,2024-08-17,Duisburg,DE,Standard,2024-01-25,DELIVERED,WH-HAM,Budget,mobile,False,1.0,2023-01-17 10:25:00
ORD-2023018330,CUST-833222,Max Boateng,PROD-63558,IKEA Plus 4838,Books,5.0,848.99,21.16,0.19,1821.94,Invoice,Completed,12-05-2024,Dortmund,Deutschland,Express,2025-05-20,Delivered,WH-BER,Budget,Tablet,False,3.0,2023-02-02 15:08:00
ORD-2023018331,CUST-181269,Lukas Klein,PROD-53539,Adidas Max 4848,Home,2.0,553.85,0.0,0.19,1555.22,PayPal,completed,2024-10-06,Cologne,Deutschland,Express,2025-07-15,Pending,WH-DRS,Premium,Tablet,True,,2023-03-24 06:25:00
ORD-2023018332,CUST-493935,Andreas Richter,PROD-31686,Samsung Pro 3199,Home,2.0,428.46,0.0,0.19,1699.14,credit_card,pending,2025-11-22,Stuttgart,GERMANY,Pickup,08/22/2024,Pending,WH-DRS,Premium,mobile,False,5.0,2023-11-18 09:01:00
ORD-2023018333,CUST-233465,Max Koch,PROD-56938,Adidas Max 4727,Clothing,1.0,117.01,0.0,0.19,649.56,Klarna,Pending,2025-08-07,Hanover,DE,Next Day,2024-09-05,Shipped,WH-CGN,New,Tablet,True,3.0,2023-09-11 06:29:00
ORD-2023018334,CUST-893653,Max Klein,PROD-86343,IKEA Pro 6516,Books,1.0,734.45,0.0,0.19,730.38,Bank Transfer,Failed,2024-09-10,Dortmund,Deutschland,Express,14-09-2025,In Transit,WH-HAM,Regular,mobile,True,,2023-09-17 12:19:00
ORD-2023018335,CUST-114286,Daniel Boateng,PROD-79843,IKEA Max 3939,Toys,2.0,301.5,25.91,0.19,354.76,Klarna,Completed,2024-02-20,Cologne,GERMANY,Express,07/31/2025,Cancelled,WH-CGN,New,Desktop,True,2.0,2023-04-05 03:14:00
ORD-2023018336,CUST-269966,Max Meyer,PROD-31604,Samsung Pro 5060,Clothing,5.0,792.93,0.0,0.19,759.94,paypal,Pending,2023-06-10,Dusseldorf,DE,Standard,2023-05-24,Cancelled,WH-FRA,New,mobile,False,1.0,2023-10-01 16:13:00
ORD-2023018337,CUST-645195,Petra Bauer,PROD-81275,Samsung Plus 1593,Electronics,1.0,809.79,0.0,0.19,1635.61,PayPal,Refunded,2024-01-08,Dusseldorf,DE,Express,2024-05-14,Pending,WH-BER,VIP,mobile,True,2.0,2023-11-23 05:29:00
ORD-2023018338,CUST-884490,Mia Osei,PROD-67513,Bosch Max 1241,Clothing,3.0,378.26,11.55,0.07,528.46,Invoice,Refunded,2024-06-19,Dortmund,Germany,Next Day,2025-06-18,Pending,WH-FRA,Regular,mobile,False,2.0,2023-07-15 05:53:00
ORD-2023018339,CUST-227378,Daniel Agyeman,PROD-83995,Adidas Pro 8246,Electronics,4.0,946.19,0.0,0.19,851.4,paypal,pending,2024-02-23,Duisburg,DE,express,2023-02-27,Delivered,WH-BER,New,mobile,False,,2023-03-25 20:37:00
ORD-2023018340,CUST-274270,Michael Wagner,PROD-30378,Samsung Max 5901,Beauty,1.0,335.46,0.0,0.19,1649.27,credit_card,pending,2024-01-14,Stuttgart,DE,standard,10/09/2024,In Transit,WH-MUC,Regular,Tablet,True,,2023-09-11 17:21:00
ORD-2023018341,CUST-306954,Michael Mensah,PROD-44925,Bosch Pro 6470,Books,1.0,157.45,0.01,0.07,312.28,PayPal,COMPLETED,2025-01-06,Hamburg,Deutschland,Standard,11/15/2023,Delivered,WH-CGN,Regular,Tablet,True,,2023-02-02 02:14:00
ORD-2023018342,CUST-558858,Lukas Muller,PROD-21365,Nike Plus 5489,Toys,6.0,470.78,0.0,0.19,1168.95,paypal,Completed,2025-09-21,Leipzig,Deutschland,Express,13-04-2025,DELIVERED,WH-BER,New,Desktop,True,,2023-12-13 08:53:00
ORD-2023018343,CUST-219185,Michael Muller,PROD-29847,Adidas Max 6692,Sports,5.0,326.85,0.0,0.19,1248.62,Klarna,COMPLETED,2024-02-27,Nuremberg,Deutschland,Standard,2025-08-08,DELIVERED,WH-DRS,Regular,Tablet,True,,2023-05-19 01:36:00
ORD-2023018344,CUST-140959,Lukas Fischer,PROD-26740,Apple Max 7854,Beauty,1.0,737.68,18.18,0.19,1454.68,paypal,completed,20/04/2023,Leipzig,Deutschland,express,25/03/2024,delivered,WH-FRA,Premium,Tablet,True,1.0,2023-03-21 01:39:00
ORD-2023018345,CUST-544787,David Muller,PROD-69831,Nike Max 5693,Electronics,1.0,325.01,29.83,0.19,1306.5,credit_card,Refunded,26-01-2025,Hamburg,Deutschland,Standard,2025-03-03,Cancelled,WH-HAM,Budget,Tablet,False,3.0,2023-04-04 23:31:00
ORD-2023018346,CUST-619238,Mia Schulz,PROD-95056,IKEA Max 8065,Sports,1.0,460.98,26.9,0.07,1694.11,Credit Card,Failed,2025-01-29,Dortmund,Deutschland,Standard,2024-05-13,delivered,WH-BER,Regular,MOBILE,True,,2023-06-15 15:36:00
ORD-2023018347,CUST-279015,Emma Klein,PROD-46888,Apple Plus 723,Sports,10.0,223.1,0.0,0.19,1075.72,Bank Transfer,Failed,06/05/2025,Bremen,GERMANY,Pickup,2023-01-28,In Transit,WH-DRS,Premium,Desktop,False,,2023-05-22 05:01:00
ORD-2023018348,CUST-756581,Emma Sowah,PROD-62997,Nike Max 7341,Toys,6.0,196.42,0.0,0.19,1499.78,credit_card,Pending,2023-04-23,Bremen,GERMANY,express,2023-01-19,delivered,WH-FRA,Premium,Mobile,True,,2023-05-24 06:24:00
ORD-2023018349,CUST-942167,Michael Weber,PROD-79729,Nike Plus 4182,Books,1.0,757.77,3.77,0.19,178.09,Invoice,Completed,2023-06-14,Dortmund,Germany,express,2024-09-04,delivered,WH-MUC,Regular,MOBILE,False,4.0,2023-12-25 05:16:00
ORD-2023018350,CUST-650071,Felix Sowah,PROD-39354,IKEA Max 687,Electronics,1.0,733.03,0.0,0.07,1069.75,Bank Transfer,Completed,2024-07-09,,Germany,standard,19/08/2023,delivered,WH-DRS,New,mobile,False,,2023-05-22 12:57:00
ORD-2023018351,CUST-610859,David Wolf,PROD-19646,Nike Pro 8956,Toys,1.0,40.58,0.0,0.19,1971.81,paypal,Pending,2025-12-09,Frankfurt,DE,express,2023-08-21,delivered,WH-HAM,Budget,mobile,True,,2023-12-25 10:47:00
ORD-2023018352,CUST-246659,Hanna Schmidt,PROD-41413,IKEA Plus 4703,Electronics,1.0,372.48,1.04,0.07,248.65,Invoice,pending,2023-12-04,Munich,Deutschland,Next Day,2024-06-19,delivered,WH-CGN,VIP,MOBILE,False,,2023-07-13 23:12:00
ORD-2023018353,CUST-885376,David Muller,PROD-33384,Samsung Max 3015,Sports,1.0,15.97,0.0,0.19,46.75,Klarna,Refunded,12/07/2023,Hanover,DE,standard,2024-03-02,Shipped,WH-FRA,New,Desktop,True,1.0,2023-02-08 11:26:00
ORD-2023018354,CUST-673660,Thomas Becker,PROD-79067,Samsung Plus 2084,Food,2.0,840.68,0.0,0.19,229.22,Bank Transfer,Pending,2023-01-10,Nuremberg,Germany,express,2023-03-20,Shipped,WH-HAM,VIP,mobile,False,3.0,2023-01-25 16:42:00
ORD-2023018355,CUST-538459,Felix Schmidt,PROD-98889,Bosch Plus 2607,Clothing,2.0,752.42,0.0,0.19,1532.88,Klarna,Failed,2024-09-05,Nuremberg,DE,Next Day,2023-12-02,DELIVERED,WH-CGN,New,Desktop,True,5.0,2023-10-25 22:35:00
ORD-2023018356,CUST-518807,Emma Boateng,PROD-84039,IKEA Max 1511,Clothing,4.0,841.56,0.0,0.19,1823.79,Credit Card,COMPLETED,2023-09-13,Hamburg,DE,Next Day,2024-06-30,DELIVERED,WH-HAM,New,Tablet,False,4.0,2023-03-18 09:49:00
ORD-2023018357,CUST-109708,Mia Koch,PROD-95555,Bosch Pro 2169,Home,3.0,887.64,0.0,0.19,950.26,PayPal,Pending,2024-01-07,Leipzig,GERMANY,Express,2025-09-20,DELIVERED,WH-FRA,VIP,Tablet,False,2.0,2023-11-03 18:43:00
ORD-2023018358,CUST-411166,Emma Osei,PROD-49382,Adidas Pro 4140,Home,2.0,77.18,0.0,0.19,1436.95,Bank Transfer,Pending,2024-05-19,Leipzig,GERMANY,express,10/07/2025,In Transit,WH-DRS,New,Tablet,False,2.0,2023-11-20 00:39:00
ORD-2023018359,CUST-223295,Sabine Hoffmann,PROD-10259,Adidas Max 7550,Beauty,3.0,979.93,0.0,0.19,916.92,Bank Transfer,Failed,2023-10-21,Hanover,GERMANY,Standard,2024-01-19,Delivered,WH-HAM,Premium,Tablet,True,3.0,2023-03-07 17:59:00
ORD-2023018360,CUST-556633,Michael Muller,PROD-35386,IKEA Pro 1632,Toys,2.0,116.62,24.53,0.19,1693.75,credit_card,Failed,2024-11-30,Bremen,Deutschland,standard,2024-01-03,In Transit,WH-CGN,VIP,Tablet,True,,2023-11-15 06:03:00
ORD-2023018361,CUST-408515,Lukas Osei,PROD-77336,Adidas Max 7202,Home,2.0,403.15,0.0,0.19,477.7,Credit Card,Refunded,2024-10-02,Duisburg,Germany,Pickup,2023-07-04,delivered,WH-CGN,VIP,Tablet,False,,2023-02-14 00:14:00
ORD-2023018362,CUST-854914,Petra Koch,PROD-20448,IKEA Pro 6163,Food,3.0,178.13,12.87,0.19,607.14,paypal,pending,23-11-2023,Bremen,Deutschland,Next Day,2025-04-25,Delivered,WH-MUC,VIP,Tablet,True,,2023-10-21 07:27:00
ORD-2023018363,CUST-809553,Anna Meyer,PROD-54047,IKEA Pro 9648,Sports,3.0,744.84,0.0,0.19,200.38,Invoice,pending,2023-04-13,Dusseldorf,GERMANY,Pickup,2024-04-22,Cancelled,WH-MUC,Premium,Tablet,False,,2023-10-03 15:39:00
ORD-2023018364,CUST-384276,Felix Schneider,PROD-58053,Apple Max 5025,Electronics,1.0,630.97,0.0,0.19,331.17,paypal,Pending,2023-10-21,Leipzig,GERMANY,Next Day,2024-09-27,Shipped,WH-FRA,New,mobile,True,,2023-04-08 16:10:00
ORD-2023018365,CUST-647860,Hanna Wolf,PROD-87447,Adidas Pro 4864,Clothing,3.0,119.35,0.0,0.19,412.24,Credit Card,Refunded,2023-05-02,Berlin,Deutschland,express,24/07/2024,Shipped,WH-DRS,New,MOBILE,True,5.0,2023-04-07 05:23:00
ORD-2023018366,CUST-438046,Sophie Schulz,PROD-52125,Bosch Plus 407,Clothing,1.0,216.65,4.31,0.19,1825.72,credit_card,COMPLETED,2025-04-04,Dusseldorf,DE,Standard,2025-04-05,In Transit,WH-FRA,VIP,Desktop,True,1.0,2023-07-03 09:41:00
ORD-2023018367,CUST-744979,Christina Fischer,PROD-71880,IKEA Max 9834,Toys,5.0,709.11,17.53,0.19,574.01,Bank Transfer,Refunded,2024-12-03,Dusseldorf,GERMANY,Next Day,2023-10-16,In Transit,WH-CGN,New,MOBILE,True,,2023-12-27 03:34:00
ORD-2023018368,CUST-489684,Petra Richter,PROD-32081,Adidas Plus 6581,Clothing,5.0,882.24,0.0,0.19,1041.26,Klarna,COMPLETED,2024-04-19,Duisburg,Germany,standard,2024-08-23,Delivered,WH-DRS,Budget,Mobile,False,5.0,2023-07-17 04:15:00
ORD-2023018369,CUST-691198,Petra Schmidt,PROD-98847,IKEA Pro 3025,Toys,1.0,969.94,0.0,0.19,479.21,credit_card,completed,2023-03-18,Essen,Deutschland,express,2025-05-19,Pending,WH-BER,VIP,mobile,True,,2023-02-13 17:42:00
ORD-2023018370,CUST-781805,Felix Sowah,PROD-66567,Apple Max 3513,Home,3.0,344.63,0.0,0.19,468.02,PayPal,Pending,2023-09-10,Dusseldorf,GERMANY,express,2025-05-12,delivered,WH-DRS,Budget,Desktop,True,2.0,2023-06-28 02:46:00
ORD-2023018371,CUST-274006,Emma Koch,PROD-51719,Adidas Max 4652,Clothing,1.0,160.62,16.37,0.07,178.18,Credit Card,pending,08/12/2024,Hamburg,Germany,Pickup,2025-06-13,DELIVERED,WH-HAM,Premium,mobile,True,1.0,2023-07-19 09:46:00
ORD-2023018372,CUST-248391,Max Muller,PROD-45826,Nike Max 5489,Toys,4.0,403.9,22.84,0.07,853.76,Credit Card,pending,2024-12-31,Dortmund,Germany,express,2023-11-04,In Transit,WH-FRA,VIP,mobile,False,,2023-07-26 23:03:00
ORD-2023018373,CUST-404293,Christina Schulz,PROD-14010,Apple Pro 2708,Home,7.0,780.48,0.0,0.19,415.47,Invoice,completed,31 Mar 2023,Dortmund,Deutschland,Standard,2025-09-06,delivered,WH-CGN,Budget,Tablet,False,5.0,2023-10-17 02:11:00
ORD-2023018374,CUST-648668,Sarah Osei,PROD-54377,Nike Pro 5915,Toys,1.0,548.88,0.0,0.19,583.17,Credit Card,Completed,2025-05-02,Hanover,Germany,Next Day,2025-10-12,Pending,WH-FRA,Regular,Mobile,False,1.0,2023-03-27 13:25:00
ORD-2023018375,CUST-818299,Hanna Osei,PROD-59530,Bosch Pro 3642,Electronics,2.0,825.89,16.85,0.19,115.55,Klarna,Completed,2025-07-09,,GERMANY,standard,2024-04-18,Pending,WH-BER,Budget,Mobile,False,1.0,2023-12-18 21:41:00
ORD-2023018376,CUST-314393,Leon Klein,PROD-92448,Nike Plus 8799,Clothing,3.0,753.54,0.0,0.19,194.9,Bank Transfer,Failed,2024-06-08,Dusseldorf,Deutschland,express,2024-01-14,In Transit,WH-BER,Regular,Tablet,False,4.0,2023-10-17 05:27:00
ORD-2023018377,CUST-941811,Sarah Weber,PROD-11789,IKEA Plus 7762,Food,1.0,321.15,0.0,0.19,487.85,Invoice,COMPLETED,2025-02-07,Hamburg,GERMANY,Pickup,2023-05-28,In Transit,WH-FRA,Budget,MOBILE,True,3.0,2023-09-01 09:32:00
ORD-2023018378,CUST-743825,Anna Schneider,PROD-28076,Bosch Max 4750,Sports,2.0,296.43,0.0,0.19,1927.14,PayPal,Refunded,2023-06-18,Dusseldorf,Germany,Express,2023-06-28,Pending,WH-DRS,Regular,Mobile,True,1.0,2023-11-17 05:34:00
ORD-2023018379,CUST-849181,Leon Schmidt,PROD-23262,Samsung Max 9886,Food,4.0,388.53,0.0,0.19,320.5,PayPal,completed,2024-03-23,Dortmund,DE,standard,2025-08-10,delivered,WH-MUC,Regular,mobile,True,,2023-02-21 10:40:00
ORD-2023018380,CUST-489287,Leon Fischer,PROD-54512,Samsung Max 2257,Clothing,5.0,651.63,7.47,0.19,530.57,PayPal,completed,2024-04-19,Nuremberg,Deutschland,Pickup,2024-02-06,Delivered,WH-MUC,VIP,Tablet,True,,2023-12-13 02:44:00
ORD-2023018381,CUST-644609,Thomas Weber,PROD-53953,Apple Plus 9408,Home,2.0,26.49,3.55,0.19,793.45,Klarna,Pending,2025-08-20,Duisburg,Deutschland,standard,2024-06-04,Shipped,WH-HAM,VIP,Mobile,False,,2023-03-22 05:00:00
ORD-2023018382,CUST-733882,Andreas Meyer,PROD-67792,IKEA Max 9124,Sports,1.0,86.56,0.0,0.19,952.15,credit_card,Completed,06 Dec 2023,Stuttgart,Germany,Pickup,2023-05-16,Delivered,WH-CGN,Budget,Desktop,False,2.0,2023-05-23 23:29:00
ORD-2023018383,CUST-363443,Anna Sowah,PROD-77687,Apple Plus 1899,Electronics,9.0,482.17,0.0,0.19,385.1,Klarna,Failed,2023-07-28,Essen,Deutschland,Express,2024-04-01,Delivered,WH-HAM,Premium,Desktop,True,5.0,2023-10-15 01:59:00
ORD-2023018384,CUST-595043,Sabine Sowah,PROD-71138,Nike Plus 3104,Books,2.0,256.04,0.0,0.19,1839.07,PayPal,Pending,2024-03-27,Stuttgart,Germany,Standard,2023-04-16,Pending,WH-HAM,Budget,Desktop,False,5.0,2023-07-05 22:56:00
ORD-2023018385,CUST-585365,David Bauer,PROD-48779,Apple Max 8940,Food,3.0,220.14,0.0,0.19,1568.63,Credit Card,Refunded,2025-08-28,Bremen,GERMANY,Express,2024-10-26,Cancelled,WH-FRA,VIP,Desktop,True,,2023-03-24 06:54:00
ORD-2023018386,CUST-320848,Christina Koch,PROD-38070,Adidas Pro 1999,Food,3.0,961.89,0.0,0.19,1849.63,Invoice,Completed,2025-03-10,Frankfurt,DE,express,30/04/2023,delivered,WH-DRS,New,MOBILE,True,3.0,2023-11-22 09:45:00
ORD-2023018387,CUST-446215,Michael Fischer,PROD-66018,Samsung Max 2122,Toys,2.0,825.08,0.0,0.19,176.5,credit_card,pending,2025-06-02,Hanover,GERMANY,express,2023-12-18,Delivered,WH-DRS,New,Tablet,True,2.0,2023-04-25 13:48:00
ORD-2023018388,CUST-883039,Daniel Klein,PROD-21880,Adidas Plus 1746,Home,5.0,343.34,14.29,0.19,1407.46,Bank Transfer,pending,27/04/2024,Leipzig,DE,express,16-05-2024,Shipped,WH-CGN,New,Desktop,False,5.0,2023-05-25 08:23:00
ORD-2023018389,CUST-855111,Lisa Wolf,PROD-60425,Samsung Max 8770,Home,1.0,135.18,19.1,0.19,1834.94,PayPal,Pending,2025-04-24,Nuremberg,DE,Standard,2023-04-16,delivered,WH-HAM,Budget,mobile,True,,2023-02-18 00:23:00
ORD-2023018390,CUST-993802,Leon Bauer,PROD-17675,Samsung Pro 1298,Clothing,2.0,804.08,18.1,0.19,1951.6,PayPal,pending,2023-02-13,Cologne,Deutschland,Standard,2025-08-03,Delivered,WH-DRS,VIP,MOBILE,True,,2023-09-07 16:10:00
ORD-2023018391,CUST-241913,Max Muller,PROD-49965,Nike Plus 5323,Beauty,2.0,825.8,0.0,0.19,1674.66,Invoice,Failed,2024-02-24,Dortmund,DE,Next Day,2023-10-13,Shipped,WH-DRS,New,Desktop,True,2.0,2023-09-10 09:19:00
ORD-2023018392,CUST-272216,Sabine Agyeman,PROD-25646,Adidas Pro 6900,Books,3.0,405.22,0.0,0.19,1684.82,PayPal,COMPLETED,2024-12-12,Leipzig,GERMANY,Pickup,29/04/2023,DELIVERED,WH-DRS,VIP,MOBILE,False,5.0,2023-05-28 20:07:00
ORD-2023018393,CUST-649850,Michael Becker,PROD-41208,Samsung Max 8101,Books,3.0,736.39,0.0,0.19,214.94,Klarna,Pending,06-06-2023,Hanover,Germany,Standard,2023-12-16,Shipped,WH-MUC,Budget,Mobile,False,,2023-06-12 13:03:00
ORD-2023018394,CUST-849817,Sabine Koch,PROD-28324,Apple Max 6031,Books,2.0,363.2,0.0,0.19,1535.71,paypal,completed,2023-04-30,Essen,GERMANY,Next Day,08/02/2025,Shipped,WH-MUC,Budget,Mobile,False,,2023-02-06 15:56:00
ORD-2023018395,CUST-969697,Daniel Wolf,PROD-55884,Samsung Max 8264,Food,2.0,449.27,0.0,0.19,919.41,paypal,Refunded,27-11-2024,Bremen,Deutschland,express,2025-08-29,delivered,WH-HAM,Premium,mobile,True,,2023-11-13 00:51:00
ORD-2023018396,CUST-596889,David Schulz,PROD-57956,Nike Pro 2363,Books,3.0,35.63,0.0,0.19,982.52,Bank Transfer,COMPLETED,2025-07-14,Dresden,GERMANY,express,2024-06-06,Delivered,WH-DRS,Regular,Desktop,True,,2023-09-09 17:42:00
ORD-2023018397,CUST-110298,David Weber,PROD-53646,Samsung Pro 6528,Home,1.0,630.24,0.0,0.19,1785.59,Credit Card,completed,10/01/2023,Dresden,GERMANY,Express,06-06-2023,DELIVERED,WH-HAM,Premium,mobile,False,,2023-08-03 14:51:00
ORD-2023018398,CUST-433120,Felix Fischer,PROD-14814,Bosch Pro 4211,Toys,4.0,537.01,0.0,0.19,1469.97,credit_card,Pending,2023-12-19,Duisburg,DE,Express,2024-11-08,delivered,WH-CGN,Regular,Tablet,True,3.0,2023-12-12 16:01:00
ORD-2023018399,CUST-536525,Petra Fischer,PROD-23304,IKEA Plus 290,Clothing,3.0,233.79,4.41,0.19,461.35,Bank Transfer,Failed,2025-10-02,Duisburg,Germany,Pickup,2023-05-14,Delivered,WH-HAM,Regular,mobile,True,2.0,2023-06-05 10:14:00
ORD-2023018400,CUST-287931,Emma Muller,PROD-41335,Apple Max 1944,Books,3.0,283.24,0.0,0.19,1648.21,paypal,Pending,02-03-2023,Cologne,Deutschland,Pickup,28/10/2024,Pending,WH-HAM,Budget,Mobile,False,,2023-10-16 00:33:00
ORD-2023018401,CUST-257652,Sarah Schneider,PROD-81087,IKEA Plus 4845,Food,1.0,754.54,2.52,0.07,892.27,Credit Card,completed,2024-06-19,Berlin,Deutschland,Next Day,09/07/2024,Cancelled,WH-DRS,VIP,MOBILE,False,,2023-07-18 18:48:00
ORD-2023018402,CUST-593348,Christina Osei,PROD-23606,Apple Plus 3244,Clothing,3.0,613.68,0.0,0.19,791.92,PayPal,Completed,07/11/2023,Essen,DE,Pickup,2023-06-09,DELIVERED,WH-CGN,Premium,Desktop,True,,2023-07-24 17:31:00
ORD-2023018403,CUST-170304,Felix Schneider,PROD-93878,Adidas Max 7645,Electronics,3.0,235.73,0.0,0.19,706.89,paypal,COMPLETED,2023-11-16,Bremen,DE,Pickup,2024-07-05,delivered,WH-FRA,Premium,Tablet,False,4.0,2023-03-07 06:07:00
ORD-2023018404,CUST-105874,Hanna Koch,PROD-64498,Adidas Pro 8451,Home,1.0,140.34,24.22,0.19,1275.03,Klarna,Failed,27/04/2023,Hamburg,GERMANY,express,2023-01-12,Delivered,WH-HAM,VIP,Mobile,False,1.0,2023-08-23 04:37:00
ORD-2023018405,CUST-426988,Michael Schneider,PROD-50505,Samsung Max 6205,Beauty,1.0,92.56,0.0,0.07,1048.23,Klarna,completed,2023-12-02,Leipzig,Deutschland,Express,22/02/2025,Pending,WH-FRA,Budget,Mobile,False,4.0,2023-05-09 05:04:00
ORD-2023018406,CUST-835538,Lisa Schmidt,PROD-92501,Apple Max 2332,Toys,1.0,93.12,8.13,0.19,1156.23,Credit Card,completed,2023-08-17,Hamburg,GERMANY,standard,2024-04-03,Shipped,WH-BER,New,MOBILE,True,,2023-08-26 15:26:00
ORD-2023018407,CUST-296790,David Wagner,PROD-92910,Nike Pro 6196,Clothing,2.0,50.47,0.0,0.19,1408.68,Credit Card,Pending,2024-10-25,Duisburg,Deutschland,Pickup,2023-09-27,delivered,WH-MUC,New,Tablet,True,1.0,2023-08-01 01:26:00
ORD-2023018408,CUST-308947,Sabine Klein,PROD-30958,IKEA Max 2318,Toys,2.0,531.47,0.0,0.19,753.01,credit_card,Pending,2024-12-16,Munich,Germany,Next Day,2023-01-30,delivered,WH-BER,Budget,Mobile,False,2.0,2023-11-10 19:22:00
ORD-2023018409,CUST-827759,Emma Sowah,PROD-21289,Bosch Pro 8541,Clothing,2.0,455.79,12.31,0.19,247.41,Invoice,Refunded,2023-04-09,Hamburg,DE,Pickup,2023-07-22,delivered,WH-FRA,Regular,MOBILE,False,4.0,2023-07-12 10:13:00
ORD-2023018410,CUST-198406,Sabine Bauer,PROD-17223,Adidas Plus 8260,Home,3.0,471.69,0.97,0.19,142.63,Klarna,completed,2024-10-23,Frankfurt,Germany,express,2025-03-22,delivered,WH-HAM,Regular,MOBILE,True,3.0,2023-10-15 13:17:00
ORD-2023018411,CUST-663852,Daniel Osei,PROD-15508,Adidas Pro 6904,Books,3.0,828.37,0.0,0.07,1635.45,Bank Transfer,Refunded,10/19/2023,Leipzig,Deutschland,express,2025-05-04,delivered,WH-DRS,Regular,Desktop,True,N/A,2023-10-11 08:03:00
